superfaz/starfinder	team	kinde	1	2025-12-24	main	playwright.config.ts,playwright.service.config.ts,
mateotiedra/next-boilerplate	team	kinde	0	2026-04-10	main	playwright.config.ts,
az9713/worldmonitor-tutorial	team	clerk	0	2026-05-28	main	playwright.config.ts,
velmuruganvelayutham/loan-app	team	clerk	0	2026-06-22	main	cypress.config.js,
RishabhGupta19/two-hearts-chat	team	firebase	0	2026-05-05	main	playwright.config.ts,
misterwhite44/ubeer	team	auth0	0	2025-06-30	main	playwright.config.js,
zulkeflrehman/TacticalHub	team	firebase	0	2026-08-03	main	playwright.config.ts,
DefinitionGroup/1sp-ProjectManager	team	clerk	0	2026-08-13	main	playwright.config.ts,
macseem/wikismith	team	workos	0	2026-02-26	main	apps/web/playwright.config.ts,
josh803316/lll-experience	team	clerk	0	2026-08-15	main	playwright.config.ts,
AutomationGods/career-os	team	workos	0	2026-07-09	main	apps/web/playwright.config.ts,
procella-dev/procella	team	descope	0	2026-08-14	main	playwright.config.ts,
webthreeservices-bot/NSC	team	workos	0	2025-11-20	main	playwright-continuous.config.ts,playwright-simple.config.ts,playwright.config.ts,
SIO-Delhi/sio-delhi.github.io	team	clerk	1	2026-06-14	main	playwright.config.ts,
naabu/naabu	team	firebase	26	2026-02-13	main	playwright.config.mjs,
juanblas09/socios	team	auth0	0	2025-09-25	master	e2e/cypress.config.ts,
lassestilvang/dayflow-minimax-m2	team	workos	0	2025-11-06	main	playwright.config.ts,
chrisalexan06/SMBLCC-SOEN-341-Project-W26	team	clerk	0	2026-04-14	main	nutrition-flow/playwright.config.ts,playwright.config.ts,
annasvst/ecom-100125	team	auth0	0	2025-12-11	main	playwright.config.ts,
anietieakpan/kazuq	team	supertokens	0	2026-07-08	main	apps/web/playwright-visual.config.ts,cypress.config.ts,test-infrastructure/e2e-frontend/tests/playwright/web/playwright.config.ts,
sikander1020/Forge-AI-Pentest-Assistant	team	workos	0	2026-08-03	main	playwright.config.ts,
